"dt","state","orders","buyers","item_gmv","paid_gmv","aov","avg_delivery_days","ontime_rate","bad_review_rate"
"2017-07-22",PA,1,1,59.24,59.24,59.240000,16.0000,1.0000,0.0000
"2017-07-22",PE,1,1,776.39,776.39,776.390000,10.0000,1.0000,0.0000
"2017-07-22",PR,5,5,992.58,992.58,198.516000,11.0000,1.0000,0.0000
"2017-07-22",RJ,11,11,1568.62,1568.62,142.601818,15.4545,0.9091,0.1818
"2017-07-22",RO,1,1,59.28,59.28,59.280000,17.0000,1.0000,0.0000
"2017-07-22",RS,6,6,521.17,521.17,86.861667,13.1667,1.0000,0.0000
"2017-07-22",SC,3,2,202.39,202.39,67.463333,13.3333,1.0000,0.0000
"2017-07-22",SE,2,2,497.21,497.21,248.605000,29.5000,1.0000,0.5000
"2017-07-22",SP,34,32,5210.21,5210.21,153.241471,8.4118,1.0000,0.0294
"2017-07-23",BA,7,7,826.95,826.95,118.135714,14.2857,1.0000,0.1429
"2017-07-23",CE,3,3,694.68,694.68,231.560000,15.3333,1.0000,0.0000
"2017-07-23",DF,3,3,384.84,384.84,128.280000,14.3333,1.0000,0.0000
"2017-07-23",MG,8,8,1237.90,1237.90,154.737500,8.1250,1.0000,0.0000
"2017-07-23",MS,1,1,116.04,116.04,116.040000,22.0000,1.0000,0.0000
"2017-07-23",MT,1,1,79.68,79.68,79.680000,18.0000,1.0000,0.0000
"2017-07-23",PA,1,1,187.99,187.99,187.990000,24.0000,1.0000,0.0000
"2017-07-23",PR,7,7,764.46,764.46,109.208571,7.4286,1.0000,0.0000
"2017-07-23",RJ,14,14,2058.34,2058.34,147.024286,10.0714,1.0000,0.2143
"2017-07-23",RN,1,1,169.84,169.84,169.840000,11.0000,1.0000,0.0000
"2017-07-23",RS,7,7,1082.95,1082.95,154.707143,11.2857,1.0000,0.1429
"2017-07-23",SC,3,2,566.17,566.17,188.723333,14.3333,1.0000,0.0000
"2017-07-23",SP,45,45,5513.01,5513.01,122.511333,6.9556,0.9778,0.1111
"2017-07-24",AC,1,1,140.20,140.20,140.200000,15.0000,1.0000,0.0000
"2017-07-24",BA,5,5,409.17,409.17,81.834000,16.8000,0.8000,0.2000
"2017-07-24",CE,4,4,387.98,387.98,96.995000,16.0000,1.0000,0.2500
"2017-07-24",DF,3,3,139.15,139.15,46.383333,12.3333,1.0000,0.0000
"2017-07-24",ES,7,7,780.68,780.68,111.525714,23.1429,0.8571,0.0000
"2017-07-24",GO,4,4,323.28,323.28,80.820000,11.7500,1.0000,0.0000
"2017-07-24",MG,15,15,2164.07,2164.07,144.271333,8.0667,1.0000,0.0000
"2017-07-24",MS,1,1,269.17,269.17,269.170000,7.0000,1.0000,1.0000
"2017-07-24",MT,1,1,208.74,208.74,208.740000,16.0000,1.0000,0.0000
"2017-07-24",PB,3,3,322.87,322.87,107.623333,41.0000,0.6667,0.0000
"2017-07-24",PE,2,2,1104.09,1104.09,552.045000,33.5000,0.5000,0.5000
"2017-07-24",PI,2,2,193.19,193.19,96.595000,11.5000,1.0000,0.0000
"2017-07-24",PR,4,4,549.42,549.42,137.355000,12.0000,1.0000,0.0000
"2017-07-24",RJ,25,23,3455.90,3455.90,138.236000,10.8400,0.9600,0.2000
"2017-07-24",RN,1,1,108.70,108.70,108.700000,11.0000,1.0000,0.0000
"2017-07-24",RS,8,8,920.96,920.96,115.120000,12.8750,0.8750,0.1250
"2017-07-24",SC,2,2,118.09,118.09,59.045000,18.0000,0.5000,0.0000
"2017-07-24",SP,69,68,9704.97,9704.97,140.651739,6.3333,0.9855,0.0580
"2017-07-25",BA,6,6,623.57,623.57,103.928333,17.5000,1.0000,0.3333
"2017-07-25",CE,1,1,372.16,372.16,372.160000,21.0000,1.0000,0.0000
"2017-07-25",ES,4,4,203.32,203.32,50.830000,9.5000,1.0000,0.2500
"2017-07-25",GO,6,6,1020.63,1020.63,170.105000,23.3333,0.6667,0.0000
"2017-07-25",MA,1,1,104.19,104.19,104.190000,24.0000,1.0000,0.0000
"2017-07-25",MG,16,15,2415.87,2415.87,150.991875,9.6250,0.9375,0.3125
"2017-07-25",MS,2,2,113.65,113.65,56.825000,11.5000,1.0000,0.0000
"2017-07-25",MT,1,1,106.97,106.97,106.970000,21.0000,1.0000,0.0000
"2017-07-25",PE,4,4,534.72,534.72,133.680000,15.5000,1.0000,0.0000
"2017-07-25",PI,1,1,104.17,104.17,104.170000,13.0000,1.0000,0.0000
"2017-07-25",PR,7,7,1355.17,1355.17,193.595714,8.2857,1.0000,0.0000
"2017-07-25",RJ,10,10,2081.33,2081.33,208.133000,9.0000,1.0000,0.3000
"2017-07-25",RN,2,2,181.99,181.99,90.995000,24.5000,1.0000,0.0000
"2017-07-25",RS,13,13,1543.93,1543.93,118.763846,11.8462,1.0000,0.0769
"2017-07-25",SC,9,9,1800.53,1800.53,200.058889,14.8889,0.8889,0.0000
"2017-07-25",SP,62,61,7205.11,7205.11,116.211452,6.9839,0.9677,0.0968
"2017-07-26",AL,1,1,300.36,300.36,300.360000,42.0000,0.0000,0.0000
"2017-07-26",BA,2,2,166.47,166.47,83.235000,14.0000,1.0000,0.5000
"2017-07-26",CE,2,2,225.56,225.56,112.780000,14.0000,1.0000,0.0000
"2017-07-26",DF,4,4,321.46,321.46,80.365000,11.0000,1.0000,0.0000
"2017-07-26",ES,4,4,572.55,572.55,143.137500,9.0000,1.0000,0.5000
"2017-07-26",GO,5,5,540.71,540.71,108.142000,12.2000,1.0000,0.0000
"2017-07-26",MG,10,10,801.11,801.11,80.111000,8.3000,1.0000,0.0000
"2017-07-26",MS,3,1,342.75,342.75,114.250000,16.0000,1.0000,0.0000
"2017-07-26",PA,1,1,57.63,57.63,57.630000,13.0000,1.0000,1.0000
"2017-07-26",PB,1,1,107.09,107.09,107.090000,20.0000,1.0000,0.0000
"2017-07-26",PR,10,9,2042.50,2042.50,204.250000,9.4000,1.0000,0.1000
"2017-07-26",RJ,12,12,864.26,864.26,72.021667,12.7500,0.9167,0.0000
"2017-07-26",RO,1,1,182.60,182.60,182.600000,16.0000,1.0000,0.0000
"2017-07-26",RS,14,14,1450.10,1450.09,103.578571,15.1429,0.9286,0.0000
"2017-07-26",SC,5,5,726.09,726.10,145.218000,9.0000,1.0000,0.0000
"2017-07-26",SE,1,1,118.10,118.10,118.100000,19.0000,1.0000,0.0000
"2017-07-26",SP,41,41,4533.15,4533.15,110.564634,6.9512,1.0000,0.0000
"2017-07-27",BA,5,5,838.70,838.70,167.740000,20.4000,0.8000,0.0000
"2017-07-27",CE,2,2,1425.80,1425.80,712.900000,26.0000,1.0000,0.0000
"2017-07-27",DF,1,1,165.71,165.71,165.710000,10.0000,1.0000,0.0000
"2017-07-27",ES,1,1,43.00,43.00,43.000000,12.0000,1.0000,0.0000
"2017-07-27",GO,3,3,417.73,417.73,139.243333,17.3333,1.0000,0.0000
"2017-07-27",MA,1,1,138.24,138.24,138.240000,13.0000,1.0000,0.0000
"2017-07-27",MG,11,11,1484.53,1484.53,134.957273,10.1818,1.0000,0.0000
"2017-07-27",MS,1,1,45.90,45.90,45.900000,5.0000,1.0000,0.0000
"2017-07-27",MT,2,2,192.66,192.66,96.330000,10.5000,1.0000,0.5000
"2017-07-27",PA,2,2,372.88,372.88,186.440000,23.0000,1.0000,1.0000
"2017-07-27",PE,5,5,1030.90,1030.90,206.180000,33.0000,0.6000,0.6000
"2017-07-27",PR,9,9,1350.59,1350.59,150.065556,11.8889,1.0000,0.0000
"2017-07-27",RJ,24,24,4231.74,4231.73,176.322500,11.9583,1.0000,0.0417
"2017-07-27",RN,1,1,234.19,234.19,234.190000,18.0000,1.0000,0.0000
"2017-07-27",RS,2,2,88.61,88.61,44.305000,11.5000,1.0000,0.0000
"2017-07-27",SC,3,3,222.53,222.53,74.176667,15.0000,1.0000,0.0000
"2017-07-27",SE,1,1,97.87,97.87,97.870000,15.0000,1.0000,0.0000
"2017-07-27",SP,47,46,6059.25,6059.25,128.920213,6.7872,0.9787,0.0638
"2017-07-28",AL,2,2,496.43,496.43,248.215000,18.5000,1.0000,0.0000
"2017-07-28",BA,3,3,242.64,242.64,80.880000,16.3333,1.0000,0.0000
"2017-07-28",CE,1,1,70.53,70.53,70.530000,13.0000,1.0000,0.0000
"2017-07-28",DF,2,2,147.12,147.12,73.560000,16.0000,1.0000,0.0000
"2017-07-28",ES,4,4,410.91,410.91,102.727500,11.0000,1.0000,0.2500
"2017-07-28",GO,2,2,435.32,435.32,217.660000,13.0000,1.0000,0.0000
"2017-07-28",MA,2,2,490.28,490.28,245.140000,26.5000,1.0000,0.5000
"2017-07-28",MG,16,16,2986.10,2986.10,186.631250,11.4375,0.9375,0.1875
"2017-07-28",MT,3,3,2927.08,2927.08,975.693333,12.6667,1.0000,0.0000
"2017-07-28",PA,1,1,88.72,88.72,88.720000,14.0000,1.0000,0.0000
"2017-07-28",PB,1,1,41.05,41.05,41.050000,6.0000,1.0000,0.0000
"2017-07-28",PE,2,2,205.68,205.68,102.840000,31.5000,0.5000,0.5000
"2017-07-28",PR,6,6,1419.36,1419.36,236.560000,10.8333,1.0000,0.3333
"2017-07-28",RJ,22,21,4542.67,4542.67,206.485000,13.2727,1.0000,0.0909
"2017-07-28",RS,9,9,1164.38,1164.38,129.375556,13.3333,1.0000,0.0000
"2017-07-28",SC,7,6,590.57,590.57,84.367143,14.0000,1.0000,0.0000
"2017-07-28",SP,47,46,6348.92,6348.92,135.083404,7.9787,0.9787,0.0426
"2017-07-29",AM,1,1,212.03,212.03,212.030000,8.0000,1.0000,0.0000
"2017-07-29",BA,4,4,510.42,510.42,127.605000,13.7500,1.0000,0.0000
"2017-07-29",ES,1,1,54.82,54.82,54.820000,12.0000,1.0000,0.0000
"2017-07-29",MA,2,2,222.29,222.29,111.145000,15.0000,1.0000,0.5000
"2017-07-29",MG,20,20,2596.77,2596.77,129.838500,9.9000,1.0000,0.1000
"2017-07-29",MS,1,1,206.07,206.07,206.070000,13.0000,1.0000,0.0000
"2017-07-29",PA,1,1,424.68,424.68,424.680000,18.0000,1.0000,0.0000
"2017-07-29",PB,1,1,134.01,134.01,134.010000,19.0000,1.0000,0.0000
"2017-07-29",PE,4,4,433.66,433.66,108.415000,30.2500,0.5000,0.2500
"2017-07-29",PR,7,7,761.07,761.07,108.724286,8.2857,1.0000,0.2857
"2017-07-29",RJ,11,10,1757.63,1757.63,159.784545,10.9091,1.0000,0.1818
"2017-07-29",RN,1,1,51.05,51.05,51.050000,24.0000,1.0000,0.0000
"2017-07-29",RS,6,6,680.47,680.47,113.411667,13.1667,1.0000,0.0000
"2017-07-29",SC,6,6,911.78,911.78,151.963333,16.3333,0.8333,0.3333
"2017-07-29",SP,43,42,8469.83,8469.83,196.972791,8.9535,0.9535,0.1628
"2017-07-30",BA,7,7,463.35,463.35,66.192857,14.0000,1.0000,0.2857
"2017-07-30",CE,2,2,120.57,120.57,60.285000,16.0000,1.0000,0.0000
"2017-07-30",DF,3,3,243.19,243.19,81.063333,11.3333,1.0000,0.3333
"2017-07-30",ES,5,5,343.74,343.74,68.748000,11.8000,1.0000,0.2000
"2017-07-30",GO,1,1,687.43,687.43,687.430000,11.0000,1.0000,0.0000
"2017-07-30",MA,1,1,113.98,113.98,113.980000,21.0000,1.0000,0.0000
"2017-07-30",MG,11,11,1245.17,1245.17,113.197273,8.8182,1.0000,0.1818
"2017-07-30",MS,1,1,66.60,66.60,66.600000,15.0000,1.0000,0.0000
"2017-07-30",MT,1,1,173.52,173.52,173.520000,12.0000,1.0000,0.0000
"2017-07-30",PA,1,1,189.42,189.42,189.420000,16.0000,1.0000,0.0000
"2017-07-30",PE,2,2,203.76,203.76,101.880000,29.0000,0.5000,0.5000
"2017-07-30",PR,5,5,280.61,280.61,56.122000,10.8000,1.0000,0.0000
"2017-07-30",RJ,17,17,2806.22,2806.23,165.071765,11.0588,1.0000,0.0588
"2017-07-30",RN,1,1,129.97,129.97,129.970000,9.0000,1.0000,0.0000
"2017-07-30",RS,4,4,549.98,549.98,137.495000,9.7500,1.0000,0.0000
"2017-07-30",SC,7,7,1085.27,1085.27,155.038571,6.2857,1.0000,0.0000
"2017-07-30",SP,45,44,5685.82,5685.82,126.351556,5.6000,1.0000,0.0889
"2017-07-31",AL,1,1,153.36,169.60,153.360000,23.0000,1.0000,0.0000
"2017-07-31",CE,2,2,158.55,158.55,79.275000,14.5000,1.0000,0.0000
"2017-07-31",DF,2,2,388.06,388.06,194.030000,11.0000,1.0000,0.0000
"2017-07-31",ES,5,5,442.50,442.50,88.500000,10.8000,1.0000,0.0000
"2017-07-31",GO,1,1,186.57,186.57,186.570000,13.0000,1.0000,0.0000
"2017-07-31",MA,1,1,154.64,154.64,154.640000,16.0000,1.0000,0.0000
"2017-07-31",MG,23,23,2711.16,2711.16,117.876522,7.6957,1.0000,0.1304
"2017-07-31",MS,1,1,105.28,105.28,105.280000,8.0000,1.0000,0.0000
"2017-07-31",MT,2,2,116.54,116.54,58.270000,20.0000,1.0000,0.5000
"2017-07-31",PA,1,1,82.80,82.80,82.800000,21.0000,1.0000,0.0000
"2017-07-31",PE,4,4,205.31,205.31,51.327500,19.2500,0.7500,0.2500
"2017-07-31",PI,1,1,155.45,155.45,155.450000,15.0000,1.0000,0.0000
"2017-07-31",PR,7,6,1145.44,1145.44,163.634286,10.7143,0.8571,0.2857
"2017-07-31",RJ,19,19,3479.53,3479.53,183.133158,10.1579,1.0000,0.0000
"2017-07-31",RN,2,2,209.72,209.72,104.860000,22.5000,1.0000,0.0000
"2017-07-31",RS,8,8,1477.81,1477.81,184.726250,10.2500,1.0000,0.0000
"2017-07-31",SC,5,5,872.38,872.38,174.476000,16.0000,0.8000,0.2000
"2017-07-31",SP,58,55,8032.63,8032.63,138.493621,5.8103,0.9483,0.0690
"2017-08-01",AL,1,1,97.87,97.87,97.870000,20.0000,1.0000,0.0000
"2017-08-01",BA,8,8,1079.99,1079.99,134.998750,14.2500,1.0000,0.2500
"2017-08-01",CE,5,5,677.07,677.07,135.414000,16.4000,1.0000,0.0000
"2017-08-01",DF,1,1,227.27,227.27,227.270000,10.0000,1.0000,0.0000
"2017-08-01",ES,4,4,570.45,574.48,142.612500,8.7500,1.0000,0.0000
"2017-08-01",GO,3,3,593.93,593.93,197.976667,9.3333,1.0000,0.0000
"2017-08-01",MA,2,2,242.29,242.29,121.145000,17.5000,1.0000,0.0000
"2017-08-01",MG,12,12,2451.14,2451.14,204.261667,7.0833,1.0000,0.2500
"2017-08-01",MS,1,1,107.78,107.78,107.780000,14.0000,1.0000,0.0000
"2017-08-01",MT,2,2,2002.51,2002.51,1001.255000,17.5000,1.0000,0.0000
"2017-08-01",PA,1,1,146.17,146.17,146.170000,8.0000,1.0000,0.0000
"2017-08-01",PE,5,5,452.90,452.90,90.580000,31.6000,0.4000,0.6000
"2017-08-01",PR,9,9,1499.03,1499.03,166.558889,8.2222,1.0000,0.0000
"2017-08-01",RJ,14,14,3364.02,3364.02,240.287143,12.5000,0.9286,0.0714
"2017-08-01",RO,2,2,211.32,211.32,105.660000,20.0000,1.0000,0.0000
"2017-08-01",RS,13,13,2544.61,2544.61,195.739231,14.0000,1.0000,0.1538
"2017-08-01",SC,7,7,715.69,715.69,102.241429,11.2857,1.0000,0.1429
"2017-08-01",SP,71,70,7823.81,7823.81,110.194507,7.9859,0.9577,0.0986
"2017-08-02",BA,3,3,347.38,347.38,115.793333,17.0000,1.0000,0.3333
"2017-08-02",CE,1,1,55.62,55.62,55.620000,22.0000,1.0000,0.0000
"2017-08-02",DF,2,2,146.37,146.37,73.185000,11.0000,1.0000,0.0000
"2017-08-02",ES,1,1,46.14,46.14,46.140000,5.0000,1.0000,0.0000
"2017-08-02",GO,2,2,246.49,246.49,123.245000,10.0000,1.0000,0.0000
"2017-08-02",MG,15,15,1862.44,1862.44,124.162667,13.3333,0.8667,0.2000
"2017-08-02",MT,1,1,77.64,77.64,77.640000,20.0000,1.0000,1.0000
"2017-08-02",PA,3,3,1546.66,1546.66,515.553333,15.3333,1.0000,0.3333
"2017-08-02",PE,2,2,225.21,225.21,112.605000,15.5000,1.0000,0.0000
"2017-08-02",PR,12,12,1760.92,1760.92,146.743333,10.1667,1.0000,0.2500
"2017-08-02",RJ,25,25,3083.49,3083.49,123.339600,8.9200,0.9600,0.2800
"2017-08-02",RS,12,12,2036.00,2035.99,169.666667,12.2500,1.0000,0.0833
"2017-08-02",SC,5,5,766.33,766.33,153.266000,8.6000,1.0000,0.0000
"2017-08-02",SP,65,65,8473.13,8473.13,130.355846,6.7385,0.9846,0.1385
"2017-08-03",AC,1,1,225.42,225.42,225.420000,11.0000,1.0000,0.0000
"2017-08-03",BA,5,5,1286.96,1286.96,257.392000,16.2000,1.0000,0.0000
"2017-08-03",CE,2,2,219.24,219.24,109.620000,16.5000,1.0000,0.0000
"2017-08-03",DF,2,2,359.18,359.18,179.590000,7.0000,1.0000,0.0000
"2017-08-03",ES,6,6,638.76,638.76,106.460000,12.1667,1.0000,0.0000
"2017-08-03",GO,2,2,222.36,222.36,111.180000,13.0000,1.0000,0.5000
"2017-08-03",MG,11,11,1405.26,1405.26,127.750909,7.0000,1.0000,0.0000
"2017-08-03",PA,2,2,649.52,649.52,324.760000,18.0000,1.0000,0.5000
"2017-08-03",PB,1,1,75.40,75.40,75.400000,19.0000,1.0000,0.0000
"2017-08-03",PI,1,1,436.50,436.50,436.500000,8.0000,1.0000,0.0000
"2017-08-03",PR,10,9,1548.97,1548.97,154.897000,9.7000,1.0000,0.0000
"2017-08-03",RJ,24,24,5143.18,5143.18,214.299167,13.3333,0.9583,0.0417
"2017-08-03",RS,10,10,1068.82,1068.82,106.882000,13.3000,0.9000,0.1000
"2017-08-03",SC,4,4,433.79,433.79,108.447500,11.2500,1.0000,0.2500
"2017-08-03",SE,1,1,83.95,83.95,83.950000,22.0000,1.0000,0.0000
"2017-08-03",SP,62,62,7460.15,7460.15,120.325000,7.5323,0.9677,0.0484
"2017-08-04",AC,1,1,130.22,130.22,130.220000,12.0000,1.0000,1.0000
"2017-08-04",BA,7,6,1256.10,1256.10,179.442857,19.8571,1.0000,0.0000
"2017-08-04",CE,1,1,931.57,931.57,931.570000,21.0000,1.0000,0.0000
"2017-08-04",DF,4,4,715.98,715.98,178.995000,10.0000,1.0000,0.0000
"2017-08-04",ES,4,4,440.38,440.38,110.095000,9.5000,1.0000,0.0000
"2017-08-04",GO,3,3,573.19,573.19,191.063333,12.0000,1.0000,0.0000
"2017-08-04",MA,4,4,809.62,809.62,202.405000,22.0000,1.0000,0.2500
"2017-08-04",MG,10,9,1542.54,1542.54,154.254000,10.8000,1.0000,0.2000
"2017-08-04",MS,2,2,370.50,370.50,185.250000,16.5000,1.0000,0.0000
"2017-08-04",MT,1,1,86.83,86.83,86.830000,19.0000,1.0000,0.0000
"2017-08-04",PA,6,6,2341.07,2341.07,390.178333,18.8333,1.0000,0.1667
"2017-08-04",PB,1,1,261.78,261.78,261.780000,20.0000,1.0000,0.0000
"2017-08-04",PE,2,2,324.09,324.09,162.045000,26.5000,0.5000,0.5000
"2017-08-04",PR,4,4,548.12,548.12,137.030000,7.5000,1.0000,0.0000
"2017-08-04",RJ,15,15,1755.78,1755.78,117.052000,14.0000,1.0000,0.0000
"2017-08-04",RN,1,1,97.87,97.87,97.870000,19.0000,1.0000,0.0000
"2017-08-04",RO,1,1,56.15,56.15,56.150000,12.0000,1.0000,0.0000
"2017-08-04",RS,12,11,1110.95,1110.95,92.579167,10.6667,1.0000,0.0000
"2017-08-04",SC,10,10,1827.47,1827.47,182.747000,14.1000,0.9000,0.2000
"2017-08-04",SE,1,1,112.34,112.34,112.340000,39.0000,0.0000,1.0000
"2017-08-04",SP,49,49,5820.15,5820.15,118.778571,7.6939,0.9796,0.0408
"2017-08-05",AL,1,1,826.91,826.91,826.910000,20.0000,1.0000,0.0000
"2017-08-05",BA,3,3,449.43,449.43,149.810000,16.0000,1.0000,0.0000
"2017-08-05",CE,4,4,942.45,942.45,235.612500,15.7500,1.0000,0.2500
"2017-08-05",DF,4,4,420.41,420.41,105.102500,11.5000,1.0000,0.2500
"2017-08-05",ES,1,1,118.23,118.23,118.230000,21.0000,1.0000,0.0000
"2017-08-05",GO,4,4,422.69,422.69,105.672500,10.0000,1.0000,0.0000
"2017-08-05",MA,4,3,516.27,516.27,129.067500,14.7500,1.0000,0.0000
"2017-08-05",MG,14,14,1653.81,1653.81,118.129286,12.2857,0.9286,0.0714
"2017-08-05",MT,1,1,70.31,70.31,70.310000,23.0000,1.0000,0.0000
"2017-08-05",PA,3,3,508.74,508.74,169.580000,16.6667,1.0000,0.0000
"2017-08-05",PB,2,2,157.34,157.34,78.670000,15.5000,1.0000,0.0000
"2017-08-05",PE,2,2,252.99,252.99,126.495000,16.5000,1.0000,0.0000
"2017-08-05",PI,1,1,166.98,166.98,166.980000,16.0000,1.0000,0.0000
"2017-08-05",PR,7,7,556.99,556.99,79.570000,9.1429,1.0000,0.4286
"2017-08-05",RJ,16,16,2041.01,2041.01,127.563125,13.0625,1.0000,0.0625
"2017-08-05",RN,1,1,140.16,140.16,140.160000,25.0000,1.0000,0.0000
"2017-08-05",RS,10,10,1076.19,1076.19,107.619000,11.7000,1.0000,0.0000
"2017-08-05",SC,4,4,336.14,336.14,84.035000,14.0000,1.0000,0.0000
"2017-08-05",SP,31,30,3625.66,3625.66,116.956774,8.1290,0.9677,0.0968
"2017-08-06",BA,4,4,480.85,480.85,120.212500,20.2500,0.7500,0.0000
"2017-08-06",CE,3,3,431.43,431.43,143.810000,15.6667,1.0000,0.0000
"2017-08-06",DF,2,2,229.77,229.77,114.885000,17.0000,1.0000,0.5000
"2017-08-06",GO,3,3,220.34,220.34,73.446667,25.0000,0.6667,0.0000
"2017-08-06",MA,1,1,60.57,60.57,60.570000,21.0000,1.0000,0.0000
"2017-08-06",MG,13,13,1335.60,1335.60,102.738462,8.6923,1.0000,0.0000
"2017-08-06",MS,1,1,33.01,33.01,33.010000,15.0000,1.0000,0.0000
"2017-08-06",PE,5,5,1065.45,1065.45,213.090000,28.6000,0.6000,0.2000
"2017-08-06",PR,7,7,1336.84,1336.84,190.977143,8.0000,1.0000,0.2857
"2017-08-06",RJ,20,20,3540.60,3540.60,177.030000,11.8500,1.0000,0.1000
"2017-08-06",RN,1,1,223.57,223.57,223.570000,37.0000,0.0000,0.0000
"2017-08-06",RS,6,6,1519.69,1519.69,253.281667,11.6667,1.0000,0.0000
"2017-08-06",SC,5,4,427.05,427.05,85.410000,14.6000,1.0000,0.8000
"2017-08-06",SE,1,1,248.84,248.84,248.840000,22.0000,1.0000,0.0000
"2017-08-06",SP,33,33,4152.11,4152.11,125.821515,7.3030,1.0000,0.1212
"2017-08-07",BA,8,8,2175.86,2175.86,271.982500,13.8750,1.0000,0.2500
"2017-08-07",CE,4,4,1131.40,1131.40,282.850000,13.5000,1.0000,0.0000
"2017-08-07",DF,6,6,935.52,935.52,155.920000,13.5000,1.0000,0.0000
"2017-08-07",ES,6,6,1147.11,1147.11,191.185000,14.6667,1.0000,0.1667
"2017-08-07",GO,2,2,219.44,219.44,109.720000,13.0000,1.0000,0.0000
"2017-08-07",MA,2,2,548.13,548.13,274.065000,25.5000,1.0000,0.0000
"2017-08-07",MG,15,15,1824.14,1824.14,121.609333,10.8667,1.0000,0.2000
"2017-08-07",MS,1,1,157.32,157.32,157.320000,10.0000,1.0000,0.0000
"2017-08-07",MT,1,1,1043.51,1043.51,1043.510000,17.0000,1.0000,1.0000
"2017-08-07",PA,1,1,183.43,183.43,183.430000,11.0000,1.0000,0.0000
"2017-08-07",PB,1,1,685.45,685.45,685.450000,18.0000,1.0000,0.0000
"2017-08-07",PE,3,3,428.66,428.66,142.886667,20.6667,0.6667,0.6667
"2017-08-07",PI,1,1,50.15,50.15,50.150000,13.0000,1.0000,0.0000
"2017-08-07",PR,7,7,586.08,586.08,83.725714,10.7143,1.0000,0.0000
"2017-08-07",RJ,19,19,5320.61,5320.61,280.032105,10.8947,0.9474,0.1053
"2017-08-07",RS,6,6,649.49,649.49,108.248333,12.0000,1.0000,0.0000
"2017-08-07",SC,6,6,974.60,974.60,162.433333,11.0000,0.8333,0.3333
"2017-08-07",SE,2,2,441.82,441.82,220.910000,12.0000,1.0000,0.0000
"2017-08-07",SP,65,63,8085.00,8085.00,124.384615,6.6308,0.9538,0.0462
"2017-08-07",TO,1,1,41.62,41.62,41.620000,8.0000,1.0000,0.0000
"2017-08-08",AP,2,2,320.64,320.64,160.320000,22.0000,1.0000,0.0000
"2017-08-08",CE,1,1,124.05,124.05,124.050000,14.0000,1.0000,0.0000
"2017-08-08",DF,2,2,179.83,179.83,89.915000,14.0000,1.0000,0.0000
"2017-08-08",ES,5,5,493.29,493.29,98.658000,17.0000,0.6000,0.6000
"2017-08-08",GO,5,5,834.09,847.67,166.818000,14.2000,1.0000,0.0000
"2017-08-08",MG,21,21,2938.86,2938.86,139.945714,12.2381,0.9524,0.0476
"2017-08-08",MS,2,2,562.87,562.87,281.435000,12.0000,1.0000,0.5000
"2017-08-08",MT,1,1,87.46,87.46,87.460000,10.0000,1.0000,1.0000
"2017-08-08",PE,3,3,195.63,195.63,65.210000,22.0000,0.6667,0.0000
"2017-08-08",PR,11,11,1351.94,1351.94,122.903636,7.3636,1.0000,0.0000
"2017-08-08",RJ,26,25,3677.15,3677.15,141.428846,10.8462,0.9615,0.1154
"2017-08-08",RN,1,1,62.28,62.28,62.280000,27.0000,1.0000,0.0000
"2017-08-08",RS,9,9,2236.41,2236.41,248.490000,17.2222,0.7778,0.1111
"2017-08-08",SC,6,6,711.35,711.35,118.558333,10.0000,1.0000,0.0000
"2017-08-08",SP,49,49,7498.40,7498.40,153.028571,6.0000,1.0000,0.0408
"2017-08-08",TO,2,2,253.30,253.30,126.650000,11.5000,1.0000,0.0000
"2017-08-09",BA,2,2,298.67,298.67,149.335000,16.0000,1.0000,0.5000
"2017-08-09",DF,5,5,535.96,535.96,107.192000,12.8000,1.0000,0.0000
"2017-08-09",ES,4,4,724.88,724.88,181.220000,8.7500,1.0000,0.0000
"2017-08-09",GO,2,2,91.59,91.59,45.795000,12.5000,1.0000,0.5000
"2017-08-09",MG,14,14,2659.72,2659.72,189.980000,10.0000,1.0000,0.0000
"2017-08-09",MS,3,3,433.55,433.55,144.516667,16.3333,1.0000,0.0000
"2017-08-09",PA,2,2,157.39,157.39,78.695000,16.0000,1.0000,0.0000
"2017-08-09",PE,4,4,400.92,400.92,100.230000,22.7500,1.0000,0.0000
"2017-08-09",PR,4,4,348.17,348.17,87.042500,8.2500,1.0000,0.0000
"2017-08-09",RJ,23,23,3188.25,3188.25,138.619565,10.7826,1.0000,0.0870
"2017-08-09",RN,1,1,105.01,105.01,105.010000,22.0000,1.0000,0.0000
"2017-08-09",RS,11,11,1547.33,1547.33,140.666364,15.5455,0.8182,0.2727
"2017-08-09",SC,6,6,3822.79,3822.79,637.131667,15.3333,1.0000,0.0000
"2017-08-09",SE,1,1,465.68,465.68,465.680000,12.0000,1.0000,0.0000
"2017-08-09",SP,58,58,8518.17,8518.17,146.865000,6.3621,1.0000,0.1379
"2017-08-10",AL,1,1,315.76,315.76,315.760000,25.0000,1.0000,0.0000
"2017-08-10",BA,3,3,503.84,503.84,167.946667,12.3333,1.0000,0.3333
"2017-08-10",CE,3,3,389.75,389.75,129.916667,17.3333,1.0000,0.0000
"2017-08-10",DF,2,2,138.76,138.76,69.380000,16.0000,1.0000,0.0000
"2017-08-10",ES,3,3,580.69,580.69,193.563333,13.0000,1.0000,0.3333
"2017-08-10",GO,6,5,1032.97,1032.97,172.161667,15.3333,0.8333,0.0000
"2017-08-10",MA,2,2,397.04,397.04,198.520000,14.0000,1.0000,0.5000
