"dt","category","orders","buyers","item_gmv","paid_gmv","aov","ontime_rate","bad_review_rate"
"2017-02-15","bed_bath_table",7,7,630.31,630.31000000,90.044286,1.0000,0.0000
"2017-02-15","books_technical",1,1,182.40,182.40000000,182.400000,1.0000,0.0000
"2017-02-15","computers_accessories",1,1,193.39,193.39000000,193.390000,1.0000,0.0000
"2017-02-15","cool_stuff",3,3,328.01,328.01000000,109.336667,1.0000,0.0000
"2017-02-15","fashion_bags_accessories",2,2,176.20,176.20000000,88.100000,1.0000,0.0000
"2017-02-15","fashion_underwear_beach",1,1,87.68,87.68000000,87.680000,1.0000,0.0000
"2017-02-15","fixed_telephony",2,2,71.05,71.05000000,35.525000,1.0000,0.0000
"2017-02-15","furniture_bedroom",1,1,501.88,501.88000000,501.880000,1.0000,0.0000
"2017-02-15","furniture_decor",11,11,1195.73,1195.73000000,108.702727,1.0000,0.1818
"2017-02-15","garden_tools",6,6,1353.09,1353.09000000,225.515000,1.0000,0.1667
"2017-02-15","health_beauty",5,5,1471.04,1471.04000000,294.208000,1.0000,0.2000
"2017-02-15","home_appliances",2,2,182.38,182.38000000,91.190000,1.0000,0.0000
"2017-02-15","housewares",1,1,27.76,27.76000000,27.760000,1.0000,0.0000
"2017-02-15","perfumery",1,1,113.28,113.28000000,113.280000,1.0000,0.0000
"2017-02-15","pet_shop",1,1,130.84,130.84000000,130.840000,1.0000,0.0000
"2017-02-15","sports_leisure",3,3,268.86,268.86000000,89.620000,1.0000,0.0000
"2017-02-15","toys",2,2,126.16,126.16000000,63.080000,1.0000,0.0000
"2017-02-16","agro_industry_and_commerce",1,1,36.10,36.10000000,36.100000,1.0000,0.0000
"2017-02-16","auto",1,1,89.52,89.52000000,89.520000,1.0000,0.0000
"2017-02-16","baby",2,2,106.76,106.76000000,53.380000,1.0000,0.0000
"2017-02-16","bed_bath_table",4,4,674.54,674.54000000,168.635000,1.0000,0.0000
"2017-02-16","books_general_interest",1,1,166.00,166.00000000,166.000000,1.0000,0.0000
"2017-02-16","computers_accessories",5,5,571.03,571.03000000,114.206000,1.0000,0.2000
"2017-02-16","cool_stuff",1,1,238.27,238.27000000,238.270000,1.0000,0.0000
"2017-02-16","food",2,2,365.29,365.29000000,182.645000,1.0000,0.0000
"2017-02-16","furniture_decor",6,6,549.62,549.62000000,91.603333,1.0000,0.0000
"2017-02-16","garden_tools",3,3,389.46,389.46000000,129.820000,1.0000,0.0000
"2017-02-16","health_beauty",4,4,486.92,486.92000000,121.730000,1.0000,0.0000
"2017-02-16","home_confort",1,1,245.78,245.78000000,245.780000,1.0000,1.0000
"2017-02-16","housewares",4,4,812.99,812.99000000,203.247500,1.0000,0.2500
"2017-02-16","market_place",2,2,468.58,468.58000000,234.290000,1.0000,0.0000
"2017-02-16","office_furniture",1,1,113.07,113.07000000,113.070000,1.0000,0.0000
"2017-02-16","pet_shop",1,1,77.16,77.16000000,77.160000,1.0000,0.0000
"2017-02-16","sports_leisure",3,3,710.71,710.71000000,236.903333,0.6667,0.3333
"2017-02-16","telephony",3,3,240.84,240.84000000,80.280000,1.0000,0.3333
"2017-02-16","toys",2,2,222.76,222.76000000,111.380000,1.0000,0.0000
"2017-02-16",unknown,1,1,25.74,25.74000000,25.740000,1.0000,0.0000
"2017-02-16","watches_gifts",1,1,251.28,251.28000000,251.280000,1.0000,0.0000
"2017-02-17","air_conditioning",2,2,954.32,954.32000000,477.160000,1.0000,0.0000
"2017-02-17","auto",2,2,527.97,527.97000000,263.985000,1.0000,0.0000
"2017-02-17","bed_bath_table",7,7,920.27,920.27000000,131.467143,1.0000,0.1429
"2017-02-17","cine_photo",1,1,95.24,95.24000000,95.240000,1.0000,0.0000
"2017-02-17","computers_accessories",3,3,180.19,180.19000000,60.063333,1.0000,0.0000
"2017-02-17","cool_stuff",3,3,227.45,227.45000000,75.816667,1.0000,0.0000
"2017-02-17","electronics",1,1,95.98,95.98000000,95.980000,1.0000,1.0000
"2017-02-17","fashion_bags_accessories",1,1,176.72,176.72000000,176.720000,1.0000,0.0000
"2017-02-17","food",1,1,54.11,54.11000000,54.110000,1.0000,0.0000
"2017-02-17","furniture_decor",4,4,975.29,975.28239817,243.822500,1.0000,0.5000
"2017-02-17","garden_tools",3,3,1367.77,1367.77000000,455.923333,0.6667,0.3333
"2017-02-17","home_appliances",1,1,140.30,140.30000000,140.300000,1.0000,0.0000
"2017-02-17","housewares",4,4,595.15,595.14760183,148.787500,1.0000,0.5000
"2017-02-17","luggage_accessories",1,1,124.43,124.43000000,124.430000,1.0000,0.0000
"2017-02-17","perfumery",1,1,75.01,75.01000000,75.010000,1.0000,0.0000
"2017-02-17","small_appliances",2,2,607.73,607.73000000,303.865000,1.0000,0.0000
"2017-02-17","sports_leisure",2,2,93.22,93.22000000,46.610000,1.0000,0.0000
"2017-02-17","stationery",1,1,238.18,238.18000000,238.180000,1.0000,0.0000
"2017-02-17","telephony",5,5,297.84,297.84000000,59.568000,0.8000,0.4000
"2017-02-17",unknown,1,1,96.35,96.35000000,96.350000,1.0000,0.0000
"2017-02-17","watches_gifts",1,1,215.69,215.69000000,215.690000,1.0000,0.0000
"2017-02-18","agro_industry_and_commerce",1,1,30.71,30.71000000,30.710000,1.0000,0.0000
"2017-02-18","air_conditioning",2,2,423.02,423.02000000,211.510000,1.0000,0.5000
"2017-02-18","auto",2,2,449.71,449.71000000,224.855000,1.0000,0.0000
"2017-02-18","baby",1,1,27.73,27.73000000,27.730000,1.0000,0.0000
"2017-02-18","bed_bath_table",4,4,679.50,679.50000000,169.875000,1.0000,0.0000
"2017-02-18","computers_accessories",3,3,388.55,388.55000000,129.516667,1.0000,0.0000
"2017-02-18","consoles_games",1,1,71.59,71.59000000,71.590000,1.0000,1.0000
"2017-02-18","construction_tools_construction",1,1,51.51,56.96000000,51.510000,0.0000,0.0000
"2017-02-18","construction_tools_safety",1,1,396.86,396.86000000,396.860000,1.0000,0.0000
"2017-02-18","cool_stuff",4,4,606.74,606.74000000,151.685000,1.0000,0.0000
"2017-02-18","fashion_male_clothing",1,1,216.51,216.51000000,216.510000,1.0000,0.0000
"2017-02-18","fixed_telephony",1,1,17.69,17.69000000,17.690000,1.0000,0.0000
"2017-02-18","furniture_decor",5,4,408.77,631.11000000,81.754000,1.0000,0.0000
"2017-02-18","garden_tools",3,3,1097.74,1097.74000000,365.913333,1.0000,0.0000
"2017-02-18","health_beauty",2,2,539.82,539.82000000,269.910000,1.0000,0.0000
"2017-02-18","home_appliances",1,1,57.74,57.74000000,57.740000,1.0000,0.0000
"2017-02-18","home_construction",1,1,410.10,410.10000000,410.100000,1.0000,0.0000
"2017-02-18","housewares",2,2,164.28,164.28000000,82.140000,1.0000,0.0000
"2017-02-18","market_place",1,1,94.12,94.12000000,94.120000,1.0000,0.0000
"2017-02-18","perfumery",1,1,215.70,215.70000000,215.700000,1.0000,1.0000
"2017-02-18","small_appliances",1,1,349.01,349.01000000,349.010000,1.0000,0.0000
"2017-02-18","sports_leisure",2,2,232.91,232.91000000,116.455000,1.0000,0.0000
"2017-02-18","telephony",5,5,319.10,319.10000000,63.820000,1.0000,0.0000
"2017-02-18","toys",4,3,1020.79,1020.79000000,255.197500,1.0000,0.0000
"2017-02-18",unknown,2,2,180.94,180.94000000,90.470000,1.0000,0.0000
"2017-02-19","air_conditioning",4,4,695.78,695.78000000,173.945000,1.0000,0.7500
"2017-02-19","auto",3,3,512.44,512.44000000,170.813333,1.0000,0.3333
"2017-02-19","bed_bath_table",2,2,224.21,224.21000000,112.105000,1.0000,0.0000
"2017-02-19","computers_accessories",1,1,124.80,124.80000000,124.800000,1.0000,0.0000
"2017-02-19","consoles_games",1,1,115.90,115.90000000,115.900000,1.0000,0.0000
"2017-02-19","cool_stuff",1,1,92.77,92.77000000,92.770000,1.0000,0.0000
"2017-02-19","furniture_decor",5,5,466.81,466.81000000,93.362000,1.0000,0.0000
"2017-02-19","health_beauty",4,4,248.73,248.73000000,62.182500,1.0000,0.5000
"2017-02-19","housewares",2,2,160.82,160.82000000,80.410000,1.0000,0.0000
"2017-02-19","kitchen_dining_laundry_garden_furniture",1,1,131.34,131.34000000,131.340000,1.0000,0.0000
"2017-02-19","luggage_accessories",1,1,95.57,95.57000000,95.570000,1.0000,0.0000
"2017-02-19","market_place",1,1,54.01,54.01000000,54.010000,1.0000,1.0000
"2017-02-19","pet_shop",1,1,77.20,77.20000000,77.200000,1.0000,1.0000
"2017-02-19","sports_leisure",2,2,96.72,96.72000000,48.360000,1.0000,0.0000
"2017-02-19","telephony",5,5,315.66,315.66000000,63.132000,1.0000,0.4000
"2017-02-19","toys",2,2,447.28,447.28000000,223.640000,1.0000,0.0000
"2017-02-19","watches_gifts",1,1,335.77,335.77000000,335.770000,1.0000,0.0000
"2017-02-20","air_conditioning",1,1,209.30,209.30000000,209.300000,1.0000,0.0000
"2017-02-20","auto",4,4,317.03,317.03000000,79.257500,0.7500,0.0000
"2017-02-20","baby",1,1,71.69,71.69000000,71.690000,1.0000,0.0000
"2017-02-20","bed_bath_table",4,4,552.60,552.60000000,138.150000,1.0000,0.0000
"2017-02-20","computers_accessories",5,5,447.37,447.37000000,89.474000,1.0000,0.0000
"2017-02-20","consoles_games",1,1,359.97,359.97000000,359.970000,1.0000,0.0000
"2017-02-20","cool_stuff",1,1,640.16,640.16000000,640.160000,1.0000,0.0000
"2017-02-20","electronics",1,1,146.01,146.01000000,146.010000,1.0000,0.0000
"2017-02-20","fixed_telephony",1,1,49.04,49.04000000,49.040000,1.0000,0.0000
"2017-02-20","furniture_decor",6,6,721.79,721.79000000,120.298333,0.6667,0.3333
"2017-02-20","furniture_living_room",1,1,256.22,256.22000000,256.220000,1.0000,0.0000
"2017-02-20","garden_tools",3,3,1449.00,1449.00000000,483.000000,1.0000,0.3333
"2017-02-20","health_beauty",10,10,1123.26,1123.26000000,112.326000,1.0000,0.1000
"2017-02-20","housewares",2,2,77.68,77.68000000,38.840000,0.5000,0.5000
"2017-02-20","market_place",1,1,91.79,91.79000000,91.790000,1.0000,0.0000
"2017-02-20","perfumery",1,1,232.05,232.05000000,232.050000,1.0000,0.0000
"2017-02-20","pet_shop",2,2,157.49,157.49000000,78.745000,1.0000,0.0000
"2017-02-20","sports_leisure",4,4,481.86,481.86000000,120.465000,1.0000,0.0000
"2017-02-20","tablets_printing_image",1,1,124.18,124.18000000,124.180000,1.0000,1.0000
"2017-02-20","telephony",6,6,309.48,309.48000000,51.580000,0.8333,0.1667
"2017-02-20","toys",2,2,221.22,221.22000000,110.610000,1.0000,0.0000
"2017-02-20",unknown,1,1,123.83,123.83000000,123.830000,1.0000,0.0000
"2017-02-20","watches_gifts",1,1,155.05,155.05000000,155.050000,1.0000,0.0000
"2017-02-21","agro_industry_and_commerce",1,1,36.10,36.10000000,36.100000,1.0000,0.0000
"2017-02-21","auto",4,4,484.42,484.42000000,121.105000,0.7500,0.2500
"2017-02-21","bed_bath_table",3,3,551.24,551.24000000,183.746667,1.0000,0.3333
"2017-02-21","computers",1,1,3602.47,3602.47000000,3602.470000,1.0000,0.0000
"2017-02-21","computers_accessories",4,4,357.31,357.31000000,89.327500,1.0000,0.0000
"2017-02-21","electronics",1,1,184.35,184.35000000,184.350000,1.0000,0.0000
"2017-02-21","fashion_bags_accessories",1,1,59.42,59.42000000,59.420000,1.0000,0.0000
"2017-02-21","fixed_telephony",1,1,50.30,50.30000000,50.300000,1.0000,0.0000
"2017-02-21","furniture_decor",4,4,287.72,287.72000000,71.930000,1.0000,0.0000
"2017-02-21","garden_tools",1,1,161.13,161.13000000,161.130000,1.0000,0.0000
"2017-02-21","health_beauty",1,1,686.00,686.00000000,686.000000,1.0000,0.0000
"2017-02-21","housewares",2,2,122.98,122.98000000,61.490000,1.0000,0.5000
"2017-02-21","market_place",1,1,204.22,204.22000000,204.220000,1.0000,0.0000
"2017-02-21","pet_shop",2,2,295.30,295.30000000,147.650000,1.0000,0.5000
"2017-02-21","small_appliances",1,1,243.76,243.76000000,243.760000,1.0000,0.0000
"2017-02-21","sports_leisure",3,3,1187.64,1187.64000000,395.880000,1.0000,0.3333
"2017-02-21","telephony",5,5,206.45,206.45000000,41.290000,1.0000,0.2000
"2017-02-21","toys",4,4,261.42,261.42000000,65.355000,1.0000,0.0000
"2017-02-22","air_conditioning",1,1,280.95,280.95000000,280.950000,1.0000,0.0000
"2017-02-22","auto",2,2,95.29,95.29000000,47.645000,1.0000,0.0000
"2017-02-22","bed_bath_table",5,4,587.84,911.19000000,117.568000,1.0000,0.0000
"2017-02-22","books_general_interest",2,2,274.99,274.99000000,137.495000,1.0000,0.0000
"2017-02-22","computers_accessories",2,2,110.83,110.83000000,55.415000,1.0000,0.5000
"2017-02-22","consoles_games",1,1,80.78,80.78000000,80.780000,1.0000,0.0000
"2017-02-22","cool_stuff",3,3,700.05,700.05000000,233.350000,1.0000,0.0000
"2017-02-22","fashion_bags_accessories",2,2,120.19,120.19000000,60.095000,1.0000,0.0000
"2017-02-22","food",1,1,29.84,29.84000000,29.840000,0.0000,1.0000
"2017-02-22","furniture_decor",11,11,1051.62,1051.62000000,95.601818,1.0000,0.2727
"2017-02-22","garden_tools",3,3,1289.38,1289.38000000,429.793333,1.0000,0.0000
"2017-02-22","health_beauty",6,6,950.45,950.45000000,158.408333,1.0000,0.1667
"2017-02-22","housewares",1,1,69.90,69.90000000,69.900000,1.0000,0.0000
"2017-02-22","luggage_accessories",1,1,75.33,75.33000000,75.330000,1.0000,0.0000
"2017-02-22","market_place",1,1,88.23,88.23000000,88.230000,1.0000,0.0000
"2017-02-22","perfumery",1,1,159.85,159.85000000,159.850000,1.0000,0.0000
"2017-02-22","pet_shop",1,1,259.06,259.06000000,259.060000,1.0000,0.0000
"2017-02-22","sports_leisure",5,5,459.66,459.66000000,91.932000,1.0000,0.2000
"2017-02-22","telephony",1,1,25.86,25.86000000,25.860000,0.0000,1.0000
"2017-02-22",unknown,1,1,45.95,45.95000000,45.950000,1.0000,0.0000
"2017-02-22","watches_gifts",2,2,268.91,268.91000000,134.455000,1.0000,0.5000
"2017-02-23","auto",2,2,413.72,415.96000000,206.860000,1.0000,0.0000
"2017-02-23","baby",1,1,857.36,857.36000000,857.360000,1.0000,0.0000
"2017-02-23","bed_bath_table",2,2,468.89,468.89000000,234.445000,1.0000,0.5000
"2017-02-23","computers_accessories",7,7,798.66,798.66000000,114.094286,1.0000,0.0000
"2017-02-23","consoles_games",1,1,70.84,70.84000000,70.840000,1.0000,0.0000
"2017-02-23","cool_stuff",2,2,198.48,198.48000000,99.240000,1.0000,0.0000
"2017-02-23","fashion_bags_accessories",1,1,70.02,70.02000000,70.020000,1.0000,0.0000
"2017-02-23","fixed_telephony",1,1,31.05,31.05000000,31.050000,1.0000,0.0000
"2017-02-23","furniture_decor",9,9,971.20,971.20000000,107.911111,1.0000,0.1111
"2017-02-23","furniture_living_room",3,3,1196.60,1196.60000000,398.866667,1.0000,0.0000
"2017-02-23","garden_tools",4,4,437.70,437.70000000,109.425000,1.0000,0.0000
"2017-02-23","health_beauty",5,4,519.54,519.54000000,103.908000,0.6000,0.4000
"2017-02-23","housewares",5,5,550.04,550.04000000,110.008000,1.0000,0.0000
"2017-02-23","luggage_accessories",1,1,102.75,102.75000000,102.750000,1.0000,0.0000
"2017-02-23","perfumery",1,1,81.14,81.14000000,81.140000,1.0000,0.0000
"2017-02-23","small_appliances",1,1,69.17,69.17000000,69.170000,1.0000,0.0000
"2017-02-23","sports_leisure",3,3,182.43,182.43000000,60.810000,1.0000,0.0000
"2017-02-23","stationery",1,1,77.84,77.84000000,77.840000,1.0000,0.0000
"2017-02-23","tablets_printing_image",1,1,124.18,124.18000000,124.180000,1.0000,0.0000
"2017-02-23","telephony",2,2,174.28,174.28000000,87.140000,1.0000,0.0000
"2017-02-23","toys",3,3,190.58,190.58000000,63.526667,1.0000,0.0000
"2017-02-23",unknown,1,1,204.08,204.08000000,204.080000,1.0000,0.0000
"2017-02-24","auto",2,2,199.93,199.93000000,99.965000,0.5000,0.0000
"2017-02-24","baby",2,2,86.91,86.91000000,43.455000,1.0000,0.0000
"2017-02-24","bed_bath_table",7,7,927.03,927.03000000,132.432857,1.0000,0.0000
"2017-02-24","books_general_interest",1,1,61.71,61.71000000,61.710000,1.0000,0.0000
"2017-02-24","computers_accessories",5,5,531.61,531.61000000,106.322000,0.8000,0.0000
"2017-02-24","consoles_games",2,2,872.47,872.47000000,436.235000,1.0000,0.5000
"2017-02-24","cool_stuff",4,4,402.22,402.22000000,100.555000,1.0000,0.0000
"2017-02-24","electronics",1,1,56.12,56.12000000,56.120000,1.0000,0.0000
"2017-02-24","furniture_decor",4,4,564.26,564.26000000,141.065000,1.0000,0.0000
"2017-02-24","furniture_living_room",1,1,174.08,174.08000000,174.080000,1.0000,0.0000
"2017-02-24","garden_tools",3,3,222.80,222.80000000,74.266667,1.0000,0.0000
"2017-02-24","health_beauty",6,6,1139.38,1139.38000000,189.896667,1.0000,0.0000
"2017-02-24","housewares",4,4,163.55,163.55000000,40.887500,1.0000,0.2500
"2017-02-24","luggage_accessories",1,1,143.10,143.10000000,143.100000,1.0000,0.0000
"2017-02-24","market_place",1,1,91.92,91.92000000,91.920000,1.0000,0.0000
"2017-02-24","perfumery",3,3,866.00,866.00000000,288.666667,1.0000,0.0000
"2017-02-24","pet_shop",1,1,130.84,130.84000000,130.840000,1.0000,0.0000
"2017-02-24","sports_leisure",5,5,584.91,584.91000000,116.982000,1.0000,0.0000
"2017-02-24","telephony",4,4,164.39,164.39000000,41.097500,0.7500,0.0000
"2017-02-24","toys",2,2,288.05,288.05000000,144.025000,1.0000,0.0000
"2017-02-24","watches_gifts",1,1,107.92,107.92000000,107.920000,1.0000,0.0000
"2017-02-25","auto",1,1,193.17,193.17000000,193.170000,1.0000,0.0000
"2017-02-25","baby",1,1,86.18,86.18000000,86.180000,1.0000,0.0000
"2017-02-25","bed_bath_table",7,7,537.92,537.92000000,76.845714,1.0000,0.2857
"2017-02-25","computers_accessories",1,1,50.80,50.80000000,50.800000,1.0000,0.0000
"2017-02-25","consoles_games",1,1,210.03,210.03000000,210.030000,1.0000,0.0000
"2017-02-25","cool_stuff",2,2,233.25,233.25000000,116.625000,1.0000,0.0000
"2017-02-25","fashion_male_clothing",1,1,128.52,128.52000000,128.520000,1.0000,0.0000
"2017-02-25","fixed_telephony",1,1,34.51,34.51000000,34.510000,1.0000,1.0000
"2017-02-25","food",1,1,36.77,36.77000000,36.770000,1.0000,0.0000
"2017-02-25","furniture_decor",8,8,1202.08,1202.08000000,150.260000,1.0000,0.3750
"2017-02-25","garden_tools",2,2,147.36,147.36000000,73.680000,1.0000,0.0000
"2017-02-25","health_beauty",2,2,300.39,300.39000000,150.195000,1.0000,0.0000
"2017-02-25","home_construction",1,1,151.05,151.05000000,151.050000,1.0000,0.0000
"2017-02-25","perfumery",1,1,45.74,45.74000000,45.740000,1.0000,0.0000
"2017-02-25","pet_shop",1,1,73.61,73.61000000,73.610000,1.0000,0.0000
"2017-02-25","sports_leisure",3,3,526.42,526.42000000,175.473333,1.0000,0.0000
"2017-02-25","telephony",3,3,119.06,119.06000000,39.686667,1.0000,0.0000
"2017-02-25",unknown,1,1,124.44,124.44000000,124.440000,1.0000,1.0000
"2017-02-25","watches_gifts",1,1,146.45,146.45000000,146.450000,1.0000,0.0000
"2017-02-26","audio",1,1,36.19,36.19000000,36.190000,1.0000,1.0000
"2017-02-26","auto",1,1,1231.29,1231.29000000,1231.290000,1.0000,0.0000
"2017-02-26","bed_bath_table",2,2,206.22,206.22000000,103.110000,1.0000,0.0000
"2017-02-26","computers_accessories",1,1,30.96,30.96000000,30.960000,1.0000,0.0000
"2017-02-26","consoles_games",1,1,73.58,73.58000000,73.580000,1.0000,0.0000
"2017-02-26","fashio_female_clothing",1,1,131.51,131.51000000,131.510000,1.0000,1.0000
"2017-02-26","furniture_decor",11,11,1200.73,1200.73000000,109.157273,1.0000,0.0909
"2017-02-26","garden_tools",1,1,50.86,50.86000000,50.860000,1.0000,1.0000
"2017-02-26","health_beauty",2,2,323.37,323.37000000,161.685000,1.0000,0.5000
"2017-02-26","housewares",2,2,73.62,73.62000000,36.810000,1.0000,0.0000
"2017-02-26","industry_commerce_and_business",1,1,134.94,134.94000000,134.940000,1.0000,0.0000
"2017-02-26","musical_instruments",1,1,274.82,274.82000000,274.820000,1.0000,0.0000
"2017-02-26","small_appliances",1,1,212.24,212.24000000,212.240000,1.0000,0.0000
"2017-02-26","sports_leisure",4,4,617.47,617.47000000,154.367500,1.0000,0.2500
"2017-02-26","tablets_printing_image",2,2,234.00,234.00000000,117.000000,1.0000,0.0000
"2017-02-26","telephony",5,5,371.84,371.84000000,74.368000,0.8000,0.0000
"2017-02-26",unknown,3,3,393.82,393.82000000,131.273333,0.6667,0.3333
"2017-02-26","watches_gifts",2,2,503.56,503.56000000,251.780000,1.0000,0.0000
"2017-02-27","baby",1,1,35.65,35.65000000,35.650000,1.0000,0.0000
"2017-02-27","bed_bath_table",5,5,970.53,970.53000000,194.106000,1.0000,0.2000
"2017-02-27","computers_accessories",1,1,64.42,64.42000000,64.420000,1.0000,0.0000
"2017-02-27","cool_stuff",1,1,87.22,87.22000000,87.220000,1.0000,1.0000
"2017-02-27","electronics",2,2,143.29,143.29000000,71.645000,1.0000,0.0000
"2017-02-27","fashion_bags_accessories",1,1,93.97,93.97000000,93.970000,1.0000,0.0000
"2017-02-27","fixed_telephony",1,1,145.59,145.59000000,145.590000,1.0000,0.0000
"2017-02-27","furniture_decor",9,9,825.91,825.91000000,91.767778,0.7778,0.3333
"2017-02-27","furniture_living_room",1,1,381.51,381.51000000,381.510000,0.0000,0.0000
"2017-02-27","garden_tools",2,2,484.20,484.20000000,242.100000,1.0000,0.0000
"2017-02-27","health_beauty",1,1,30.95,30.95000000,30.950000,1.0000,0.0000
"2017-02-27","housewares",1,1,78.60,84.08000000,78.600000,1.0000,0.0000
"2017-02-27","kitchen_dining_laundry_garden_furniture",1,1,46.99,46.99000000,46.990000,1.0000,0.0000
"2017-02-27","market_place",1,1,396.90,396.90000000,396.900000,1.0000,0.0000
"2017-02-27","perfumery",1,1,114.77,114.77000000,114.770000,1.0000,0.0000
"2017-02-27","pet_shop",1,1,105.83,105.83000000,105.830000,1.0000,0.0000
"2017-02-27","sports_leisure",5,5,473.02,473.02000000,94.604000,1.0000,0.0000
"2017-02-27","telephony",3,3,220.74,220.74000000,73.580000,1.0000,0.0000
"2017-02-27",unknown,1,1,32.96,32.96000000,32.960000,1.0000,0.0000
"2017-02-27","watches_gifts",2,2,1988.81,1988.81000000,994.405000,1.0000,0.0000
"2017-02-28","audio",1,1,61.74,61.74000000,61.740000,1.0000,0.0000
"2017-02-28","auto",1,1,165.71,165.71000000,165.710000,1.0000,0.0000
"2017-02-28","baby",1,1,195.42,195.42000000,195.420000,1.0000,0.0000
"2017-02-28","bed_bath_table",6,6,624.72,624.72000000,104.120000,1.0000,0.1667
"2017-02-28","computers_accessories",2,2,123.71,123.71000000,61.855000,0.5000,0.5000
"2017-02-28","cool_stuff",4,4,1641.88,1641.88000000,410.470000,1.0000,0.5000
"2017-02-28","electronics",1,1,114.00,114.00000000,114.000000,1.0000,0.0000
"2017-02-28","fixed_telephony",1,1,324.15,324.15000000,324.150000,1.0000,0.0000
"2017-02-28","furniture_decor",5,5,444.83,444.83000000,88.966000,1.0000,0.0000
"2017-02-28","health_beauty",1,1,34.51,36.10000000,34.510000,1.0000,0.0000
"2017-02-28","home_confort",1,1,101.14,101.14000000,101.140000,1.0000,0.0000
"2017-02-28","housewares",4,4,191.26,191.26000000,47.815000,0.7500,0.2500
"2017-02-28","musical_instruments",1,1,63.70,63.70000000,63.700000,1.0000,0.0000
"2017-02-28","office_furniture",2,2,1336.02,1336.02000000,668.010000,1.0000,1.0000
"2017-02-28","perfumery",2,2,518.08,518.08000000,259.040000,0.5000,0.0000
"2017-02-28","pet_shop",2,2,322.24,322.24000000,161.120000,1.0000,0.0000
"2017-02-28","small_appliances",2,2,2603.98,2603.98000000,1301.990000,1.0000,0.0000
"2017-02-28","sports_leisure",7,7,608.92,614.13000000,86.988571,1.0000,0.0000
"2017-02-28","toys",3,3,984.42,984.42000000,328.140000,0.6667,0.3333
"2017-02-28",unknown,1,1,494.66,494.66000000,494.660000,1.0000,0.0000
"2017-02-28","watches_gifts",5,5,1037.32,1037.32000000,207.464000,1.0000,0.0000
"2017-03-01","art",1,1,27.59,27.59000000,27.590000,1.0000,0.0000
"2017-03-01","auto",2,2,509.21,509.21000000,254.605000,1.0000,0.0000
"2017-03-01","baby",1,1,247.02,247.02000000,247.020000,1.0000,0.0000
"2017-03-01","bed_bath_table",17,16,2138.53,2253.26000000,125.795882,0.9412,0.0588
"2017-03-01","computers_accessories",3,3,493.71,493.71000000,164.570000,1.0000,0.0000
"2017-03-01","consoles_games",2,2,431.91,431.91000000,215.955000,1.0000,0.0000
"2017-03-01","cool_stuff",6,6,1280.93,1280.93000000,213.488333,0.8333,0.1667
"2017-03-01","drinks",1,1,187.52,187.52000000,187.520000,1.0000,0.0000
"2017-03-01","fashion_male_clothing",1,1,82.19,82.19000000,82.190000,1.0000,1.0000
"2017-03-01","fixed_telephony",2,2,392.58,392.58000000,196.290000,1.0000,0.5000
"2017-03-01","furniture_decor",11,11,1381.51,1381.51000000,125.591818,0.8182,0.0909
"2017-03-01","garden_tools",1,1,147.06,147.06000000,147.060000,1.0000,0.0000
"2017-03-01","health_beauty",6,6,731.37,731.37000000,121.895000,1.0000,0.1667
"2017-03-01","home_appliances_2",1,1,32.53,32.53000000,32.530000,1.0000,0.0000
"2017-03-01","housewares",3,3,127.02,127.02000000,42.340000,1.0000,0.0000
"2017-03-01","industry_commerce_and_business",1,1,139.91,139.91000000,139.910000,1.0000,0.0000
"2017-03-01","luggage_accessories",1,1,80.40,80.40000000,80.400000,1.0000,0.0000
"2017-03-01","market_place",1,1,79.09,79.09000000,79.090000,1.0000,0.0000
"2017-03-01","office_furniture",1,1,210.48,210.48000000,210.480000,1.0000,1.0000
"2017-03-01","perfumery",3,3,541.96,541.96000000,180.653333,1.0000,0.0000
"2017-03-01","pet_shop",1,1,124.53,124.53000000,124.530000,1.0000,0.0000
"2017-03-01","small_appliances",1,1,101.89,101.89000000,101.890000,1.0000,0.0000
"2017-03-01","sports_leisure",10,10,3229.66,3229.66000000,322.966000,1.0000,0.0000
"2017-03-01","stationery",2,2,274.71,324.23000000,137.355000,1.0000,0.0000
"2017-03-01","telephony",4,4,148.08,148.08000000,37.020000,1.0000,0.2500
"2017-03-01","toys",6,6,770.64,770.64000000,128.440000,1.0000,0.0000
"2017-03-01",unknown,2,2,89.01,89.01000000,44.505000,1.0000,0.0000
"2017-03-01","watches_gifts",2,2,189.94,189.94000000,94.970000,1.0000,0.0000
"2017-03-02","air_conditioning",2,2,920.28,920.28000000,460.140000,1.0000,0.0000
"2017-03-02","auto",2,2,333.51,333.51000000,166.755000,1.0000,0.5000
"2017-03-02","bed_bath_table",4,4,374.19,374.19000000,93.547500,0.5000,0.0000
"2017-03-02","books_general_interest",1,1,136.26,136.26000000,136.260000,1.0000,0.0000
"2017-03-02","computers_accessories",2,2,99.75,99.75000000,49.875000,1.0000,0.0000
"2017-03-02","consoles_games",1,1,83.90,83.90000000,83.900000,1.0000,0.0000
"2017-03-02","construction_tools_construction",1,1,53.42,53.42000000,53.420000,1.0000,0.0000
"2017-03-02","cool_stuff",2,2,627.01,627.01000000,313.505000,1.0000,0.0000
"2017-03-02","electronics",2,2,99.36,99.36000000,49.680000,1.0000,0.0000
"2017-03-02","fashion_bags_accessories",1,1,57.68,57.68000000,57.680000,1.0000,1.0000
